TRINITY_DN137_c0_g1_i1 sp|Q03567|SL172_CAEEL
TRINITY_DN59157_c1_g1_i3 sp|O35462|ANGP2_RAT
TRINITY_DN59159_c0_g1_i5 sp|P83088|FUCTC_DROME
TRINITY_DN59162_c0_g1_i2 sp|Q63604|NTRK2_RAT
TRINITY_DN59167_c0_g1_i1 sp|Q6YHK3|CD109_HUMAN
TRINITY_DN59166_c0_g1_i5 sp|Q6DDP3|ENPP6_XENLA
TRINITY_DN59170_c0_g1_i1 sp|P08548|LIN1_NYCCO
TRINITY_DN59151_c3_g1_i9 sp|P15513|MYOM1_APLCA
TRINITY_DN59175_c0_g1_i2 sp|O35878|HSPB2_RAT
TRINITY_DN59177_c0_g1_i1 sp|P30974|TLR1_DROME
TRINITY_DN59181_c0_g1_i1 sp|P30975|TLR2_DROME
TRINITY_DN59180_c0_g1_i1 sp|Q5ZKX6|UBE2F_CHICK
TRINITY_DN59183_c0_g1_i2 sp|Q8SWR3|SPR_DROME
TRINITY_DN59186_c0_g1_i2 sp|Q13018|PLA2R_HUMAN
TRINITY_DN59187_c0_g1_i3 sp|Q14314|FGL2_HUMAN
TRINITY_DN59176_c7_g3_i6 sp|Q8R3N6|THOC1_MOUSE
TRINITY_DN59185_c3_g4_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN59191_c0_g1_i1 sp|Q8JHV6|LAMB4_DANRE
TRINITY_DN59191_c1_g2_i1 sp|O96185|YPF08_PLAF7
TRINITY_DN59200_c0_g3_i1 sp|V5NAL9|TLR4_PINMT
TRINITY_DN59200_c0_g4_i2 sp|V5NAL9|TLR4_PINMT
TRINITY_DN59199_c0_g1_i3 sp|Q3ZBG9|PLS2_BOVIN
TRINITY_DN59293_c0_g1_i1 sp|Q9NZN8|CNOT2_HUMAN
TRINITY_DN59252_c0_g1_i1 sp|P09848|LPH_HUMAN
TRINITY_DN59203_c0_g1_i3 sp|Q5R941|FKB14_PONAB
TRINITY_DN59205_c0_g1_i2 sp|Q8BGN2|CD033_MOUSE
TRINITY_DN59210_c0_g2_i1 sp|O97341|CALM_SUBDO
TRINITY_DN59214_c0_g1_i2 sp|Q6DCX5|PCFT_XENLA
TRINITY_DN59212_c0_g1_i3 sp|Q9CZJ2|HS12B_MOUSE
TRINITY_DN59206_c5_g2_i2 sp|Q9U8W7|TL5B_TACTR
TRINITY_DN59218_c0_g1_i1 sp|Q4ZHW1|PTF1A_XENLA
TRINITY_DN59220_c0_g2_i1 sp|O18839|KCNJ2_PIG
TRINITY_DN59253_c0_g1_i1 sp|B2RYG8|ELP6_RAT
TRINITY_DN59222_c0_g1_i2 sp|P56656|CP239_MOUSE
TRINITY_DN59217_c4_g1_i2 sp|E1BD59|TRI56_BOVIN
TRINITY_DN59223_c0_g1_i4 sp|A8IW99|PLD6_CHLRE
TRINITY_DN59204_c0_g1_i19 sp|P40720|FUMA_SALTY
TRINITY_DN59295_c0_g1_i3 sp|Q6DFQ5|SGMR2_XENTR
TRINITY_DN59224_c0_g1_i3 sp|Q4ZJM9|C1QL4_MOUSE
TRINITY_DN59233_c0_g2_i1 sp|P07314|GGT1_RAT
TRINITY_DN59221_c5_g2_i2 sp|O13936|SPT5_SCHPO
TRINITY_DN59232_c0_g1_i1 sp|Q9GKT2|FXDC2_MACFA
TRINITY_DN59267_c0_g1_i1 sp|Q9VZW5|FMAR_DROME
TRINITY_DN59288_c5_g1_i3 sp|Q9D099|ACER3_MOUSE
TRINITY_DN59244_c0_g1_i1 sp|Q26422|LFC_CARRO
TRINITY_DN59245_c0_g1_i1 sp|O70165|FCN1_MOUSE
TRINITY_DN59238_c0_g1_i1 sp|Q13263|TIF1B_HUMAN
TRINITY_DN59258_c1_g1_i6 sp|P41894|DEI_DROME
TRINITY_DN59250_c0_g1_i1 sp|Q7K4Q5|Y0417_DROME
TRINITY_DN59276_c0_g1_i1 sp|Q95K40|CCD83_MACFA
TRINITY_DN59277_c0_g1_i2 sp|H2A0L0|TYRO1_PINMG
TRINITY_DN59274_c0_g1_i7 sp|Q4ZJM9|C1QL4_MOUSE
TRINITY_DN59279_c0_g1_i1 sp|O35114|SCRB2_MOUSE
TRINITY_DN59262_c0_g1_i18 sp|P15291|B4GT1_HUMAN
TRINITY_DN59283_c0_g1_i1 sp|P10611|CP4A4_RABIT
TRINITY_DN59278_c0_g1_i7 sp|Q91X34|BAAT_MOUSE
TRINITY_DN59292_c0_g1_i1 sp|P27012|SCRY4_ENTDO
TRINITY_DN59296_c0_g1_i2 sp|Q7Z0T3|TEMPT_APLCA
TRINITY_DN59297_c0_g1_i2 sp|Q9NUV9|GIMA4_HUMAN
TRINITY_DN59341_c0_g1_i2 sp|P86179|CSL3_ONCKE
TRINITY_DN59395_c0_g1_i1 sp|Q8WPA2|AR_BOMMO
TRINITY_DN59304_c0_g1_i1 sp|Q8IN35|SIFAR_DROME
TRINITY_DN59365_c5_g1_i14 sp|P18052|PTPRA_MOUSE
TRINITY_DN59350_c0_g2_i2 sp|Q641Y7|NUD18_RAT
TRINITY_DN59303_c0_g2_i1 sp|A0A0R4IBK5|R213A_DANRE
TRINITY_DN59308_c0_g1_i1 sp|Q8IW92|GLBL2_HUMAN
TRINITY_DN59312_c0_g2_i1 sp|F4KGU4|DEAHC_ARATH
TRINITY_DN59301_c1_g4_i1 sp|P31696|AGRIN_CHICK
TRINITY_DN59317_c0_g1_i1 sp|Q99M85|SCRT1_MOUSE
TRINITY_DN59319_c0_g1_i1 sp|D2HNW6|RFX6_AILME
TRINITY_DN59353_c0_g1_i1 sp|Q96S53|TESK2_HUMAN
TRINITY_DN59321_c0_g1_i2 sp|Q9YGG9|SLA_GLOBL
TRINITY_DN59322_c0_g1_i2 sp|Q15063|POSTN_HUMAN
TRINITY_DN59307_c2_g3_i1 sp|Q6VV64|KCNKI_MOUSE
TRINITY_DN59307_c2_g1_i3 sp|Q6Q1P3|KCNKI_RAT
TRINITY_DN59330_c0_g1_i2 sp|O18023|IGDB2_CAEEL
TRINITY_DN59313_c0_g1_i5 sp|P04464|CALM_WHEAT
TRINITY_DN59334_c0_g2_i1 sp|P50429|ARSB_MOUSE
TRINITY_DN59326_c4_g4_i3 sp|Q6P3Z3|THAP4_MOUSE
TRINITY_DN59343_c0_g1_i3 sp|Q9BXJ4|C1QT3_HUMAN
TRINITY_DN59342_c4_g1_i4 sp|P14381|YTX2_XENLA
TRINITY_DN59351_c1_g1_i4 sp|Q99MG9|KCIP4_RAT
TRINITY_DN59356_c0_g1_i1 sp|Q28CA0|PITC1_XENTR
TRINITY_DN59352_c0_g3_i1 sp|Q575T0|CYGB1_ORYLA
TRINITY_DN59368_c0_g1_i1 sp|P00639|DNAS1_BOVIN
TRINITY_DN59374_c0_g1_i1 sp|Q3T022|SAP18_BOVIN
TRINITY_DN59372_c0_g1_i1 sp|P42028|NDUS8_BOVIN
TRINITY_DN59363_c7_g1_i1 sp|P97353|SEC1_MOUSE
TRINITY_DN59377_c0_g1_i2 sp|Q54F46|WARA_DICDI
TRINITY_DN59386_c0_g1_i1 sp|Q96RW7|HMCN1_HUMAN
TRINITY_DN59388_c0_g1_i1 sp|Q9NTG1|PKDRE_HUMAN
TRINITY_DN59390_c0_g1_i3 sp|Q9D6J6|NDUV2_MOUSE
TRINITY_DN59397_c1_g1_i1 sp|Q8IWF2|FXRD2_HUMAN
TRINITY_DN59397_c1_g2_i1 sp|B0UXS1|FXRD2_DANRE
TRINITY_DN59398_c0_g1_i1 sp|Q9VZS3|ETIF1_DROME
TRINITY_DN59394_c1_g1_i1 sp|O75689|ADAP1_HUMAN
TRINITY_DN59396_c4_g3_i2 sp|C6FG12|NLRC5_ICTPU
TRINITY_DN59441_c1_g1_i33 sp|Q14119|VEZF1_HUMAN
TRINITY_DN59448_c0_g2_i5 sp|Q3U4G3|XXLT1_MOUSE
TRINITY_DN59432_c1_g2_i1 sp|Q7ZUX6|DOHH_DANRE
TRINITY_DN59405_c0_g1_i1 sp|P51869|CP4F4_RAT
TRINITY_DN59408_c0_g1_i1 sp|Q40588|ASO_TOBAC
TRINITY_DN59409_c0_g2_i2 sp|P00767|CTRB_BOVIN
TRINITY_DN59444_c0_g1_i1 sp|Q7Z5N4|SDK1_HUMAN
TRINITY_DN59444_c0_g2_i4 sp|Q9BMN8|LAR_CAEEL
TRINITY_DN59406_c0_g1_i1 sp|D8VNS7|FCNV1_CERRY
TRINITY_DN59419_c0_g1_i1 sp|Q5RJ80|CAPR2_DANRE
TRINITY_DN59413_c3_g1_i7 sp|P00918|CAH2_HUMAN
TRINITY_DN59422_c0_g1_i1 sp|Q9D0W5|PPIL1_MOUSE
TRINITY_DN59418_c0_g2_i1 sp|Q9I7U4|TITIN_DROME
TRINITY_DN59410_c9_g7_i1 sp|Q8K2J9|BTBD6_MOUSE
TRINITY_DN59416_c4_g3_i2 sp|P00378|DYR_CHICK
TRINITY_DN59428_c0_g1_i1 sp|D4B1Z7|A2478_ARTBC
TRINITY_DN59426_c2_g1_i2 sp|H2A0N4|PIF_PINMG
TRINITY_DN59433_c0_g1_i2 sp|Q8N0N9|ODH_HALDH
TRINITY_DN59431_c0_g1_i1 sp|P53355|DAPK1_HUMAN
TRINITY_DN59431_c1_g1_i1 sp|Q8MVR1|GBPC_DICDI
TRINITY_DN59431_c2_g2_i2 sp|Q8MVR1|GBPC_DICDI
TRINITY_DN59431_c2_g1_i3 sp|Q8MVR1|GBPC_DICDI
TRINITY_DN59434_c1_g3_i1 sp|Q99NA2|ATOH8_MOUSE
TRINITY_DN59438_c0_g2_i1 sp|O70244|CUBN_RAT
TRINITY_DN59482_c3_g1_i1 sp|P15291|B4GT1_HUMAN
TRINITY_DN59440_c0_g1_i3 sp|Q9WYG0|Y325_THEMA
TRINITY_DN59442_c0_g1_i1 sp|Q8SWR3|SPR_DROME
TRINITY_DN59437_c0_g1_i2 sp|Q5ZQU0|SNED1_RAT
TRINITY_DN59447_c0_g1_i4 sp|Q9W0A0|DRPR_DROME
TRINITY_DN59456_c0_g1_i1 sp|P70031|CCKAR_XENLA
TRINITY_DN59459_c0_g1_i3 sp|P86964|KCP3_PINMA
TRINITY_DN59455_c0_g1_i3 sp|Q7N571|GHRA_PHOLL
TRINITY_DN59455_c1_g1_i2 sp|A1RYE4|GYAR_THEPD
TRINITY_DN59463_c0_g1_i1 sp|Q25011|FANA_HELAS
TRINITY_DN59462_c0_g1_i2 sp|Q9JIQ8|TMPS2_MOUSE
TRINITY_DN59462_c0_g2_i1 sp|Q9JIQ8|TMPS2_MOUSE
TRINITY_DN59450_c0_g1_i1 sp|Q8C3I8|HGH1_MOUSE
TRINITY_DN59473_c0_g1_i1 sp|P05630|ATPD_BOVIN
TRINITY_DN59480_c0_g1_i2 sp|Q9UGC6|RGS17_HUMAN
TRINITY_DN59483_c0_g1_i1 sp|O60341|KDM1A_HUMAN
TRINITY_DN59497_c0_g1_i6 sp|Q99LJ1|FUCO_MOUSE
TRINITY_DN59500_c0_g1_i1 sp|Q9BT09|CNPY3_HUMAN
TRINITY_DN59488_c1_g2_i3 sp|Q66KB9|BL1S2_XENTR
TRINITY_DN59543_c0_g1_i1 sp|P23414|ACH1_SCHGR
TRINITY_DN59543_c1_g1_i4 sp|P25110|ACHD_RAT
TRINITY_DN59546_c0_g1_i1 sp|P74148|Y1388_SYNY3
TRINITY_DN59504_c0_g1_i2 sp|Q9Y5X5|NPFF2_HUMAN
TRINITY_DN59506_c1_g1_i1 sp|Q8BLF1|NCEH1_MOUSE
TRINITY_DN59537_c3_g8_i2 sp|C6FG12|NLRC5_ICTPU
TRINITY_DN59501_c3_g2_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN59513_c0_g1_i1 sp|Q96P65|QRFPR_HUMAN
TRINITY_DN59505_c1_g1_i1 sp|Q9XWD6|CED1_CAEEL
TRINITY_DN59508_c2_g1_i7 sp|Q8BZQ2|CRLD2_MOUSE
TRINITY_DN59503_c7_g2_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN59524_c0_g1_i2 sp|A2AX52|CO6A4_MOUSE
TRINITY_DN59530_c0_g1_i1 sp|Q6ZQ11|CHSS1_MOUSE
TRINITY_DN59522_c7_g1_i1 sp|Q9DBN1|STR6L_MOUSE
TRINITY_DN59535_c0_g1_i1 sp|Q91653|CRHBP_XENLA
TRINITY_DN59532_c0_g1_i6 sp|Q9VAI0|GNA1_DROME
TRINITY_DN59544_c0_g1_i3 sp|Q04310|Y4629_STRCO
TRINITY_DN59599_c0_g1_i1 sp|Q16515|ASIC2_HUMAN
TRINITY_DN59599_c0_g2_i2 sp|Q62962|ASIC2_RAT
TRINITY_DN59521_c3_g2_i1 sp|Q9MYM7|B3GT1_PONPY
TRINITY_DN59521_c4_g2_i3 sp|Q9BXJ3|C1QT4_HUMAN
TRINITY_DN59518_c0_g1_i4 sp|Q5TZ24|MOXD1_DANRE
TRINITY_DN59551_c0_g1_i1 sp|Q4ZJM9|C1QL4_MOUSE
TRINITY_DN59531_c5_g4_i1 sp|Q1PSW8|LIN41_MOUSE
TRINITY_DN59549_c0_g1_i1 sp|D3ZHA0|FLNC_RAT
TRINITY_DN59561_c0_g2_i2 sp|Q80T32|AGRD1_MOUSE
TRINITY_DN59564_c0_g1_i1 sp|Q9WTV9|V1AR_MICOH
TRINITY_DN59557_c3_g4_i1 sp|B0UZC8|VWC2L_DANRE
TRINITY_DN59556_c5_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN59556_c5_g2_i1 sp|P04323|POL3_DROME
TRINITY_DN59556_c7_g1_i1 sp|O88741|GDAP1_MOUSE
TRINITY_DN59566_c0_g1_i1 sp|P54318|LIPR2_RAT
TRINITY_DN59566_c0_g2_i1 sp|P16233|LIPP_HUMAN
TRINITY_DN59566_c1_g1_i2 sp|P54315|LIPR1_HUMAN
TRINITY_DN59568_c0_g1_i2 sp|Q8BPE4|TM177_MOUSE
TRINITY_DN59573_c0_g1_i1 sp|Q00971|NPRV_VIBPR
TRINITY_DN59554_c3_g2_i4 sp|Q4PM12|RL36_IXOSC
TRINITY_DN59576_c0_g1_i1 sp|Q6AZW2|A1A1A_DANRE
TRINITY_DN59577_c0_g1_i2 sp|Q9Y6R7|FCGBP_HUMAN
TRINITY_DN59582_c0_g1_i1 sp|Q2KIN4|HEY1_BOVIN
TRINITY_DN59581_c0_g1_i1 sp|B3A0Q5|EFCB1_LOTGI
TRINITY_DN59589_c0_g1_i1 sp|Q6AYA1|GAR1_RAT
TRINITY_DN59594_c0_g1_i1 sp|O08590|AOC3_RAT
TRINITY_DN59593_c0_g1_i4 sp|P42322|CANB1_NAEGR
TRINITY_DN59553_c0_g1_i11 sp|P10322|NO25_MEDSA
TRINITY_DN59598_c3_g1_i2 sp|Q7Z6V5|ADAT2_HUMAN
TRINITY_DN59647_c0_g1_i1 sp|Q2TGI5|ZDH24_RAT
TRINITY_DN59681_c6_g1_i2 sp|Q9UUA2|PIF1_SCHPO
TRINITY_DN59681_c7_g1_i7 sp|Q7ZT75|FCN1A_XENLA
TRINITY_DN59680_c0_g1_i2 sp|P97872|FMO5_MOUSE
TRINITY_DN59603_c1_g1_i1 sp|Q9CY94|PSF3_MOUSE
TRINITY_DN59646_c1_g1_i1 sp|Q95R48|OCTL_DROME
TRINITY_DN59638_c3_g2_i1 sp|Q502W6|VWA3B_HUMAN
TRINITY_DN59651_c0_g1_i1 sp|O15084|ANR28_HUMAN
TRINITY_DN59615_c0_g1_i3 sp|G5ECB1|ZIG4_CAEEL
TRINITY_DN59613_c0_g2_i5 sp|O00214|LEG8_HUMAN
TRINITY_DN59620_c0_g1_i2 sp|O43614|OX2R_HUMAN
TRINITY_DN59619_c0_g1_i2 sp|P00767|CTRB_BOVIN
TRINITY_DN59624_c0_g1_i8 sp|P83425|HIP_MYTED
TRINITY_DN59653_c0_g1_i1 sp|Q9IA95|SFRP3_CHICK
TRINITY_DN59631_c0_g1_i2 sp|P06144|H1_LYTPI
TRINITY_DN59634_c0_g1_i3 sp|Q9CZJ2|HS12B_MOUSE
TRINITY_DN59625_c3_g6_i1 sp|Q11075|YWV1_CAEEL
TRINITY_DN59692_c0_g1_i1 sp|P50170|RDH2_RAT
TRINITY_DN59657_c0_g1_i3 sp|Q00725|SGS4_DROME
TRINITY_DN59630_c3_g1_i3 sp|A8C752|THADA_CHLAE
TRINITY_DN59630_c6_g1_i2 sp|Q2KHZ4|MIA40_BOVIN
TRINITY_DN59652_c0_g2_i1 sp|Q9CXF4|TBC15_MOUSE
TRINITY_DN59617_c3_g1_i7 sp|Q62267|SPR1B_MOUSE
TRINITY_DN59644_c0_g1_i1 sp|Q5EAR5|TRPT1_DANRE
TRINITY_DN59698_c7_g4_i2 sp|Q3T0W7|ATG12_BOVIN
TRINITY_DN59641_c2_g1_i4 sp|Q26261|UNC5_CAEEL
TRINITY_DN59654_c0_g1_i1 sp|P43143|ACHA6_RAT
TRINITY_DN59633_c1_g1_i2 sp|H2A0P2|USP11_PINMG
TRINITY_DN59633_c1_g2_i11 sp|H2A0P2|USP11_PINMG
TRINITY_DN59642_c10_g1_i3 sp|Q40358|PRP_MEDSA
TRINITY_DN59658_c0_g1_i2 sp|Q14517|FAT1_HUMAN
TRINITY_DN59666_c0_g1_i1 sp|Q6GQE1|T184C_XENLA
TRINITY_DN59662_c0_g1_i1 sp|Q0IHF9|SARAF_XENLA
TRINITY_DN59663_c0_g1_i1 sp|Q3UF25|STIMA_MOUSE
TRINITY_DN59675_c0_g1_i1 sp|Q9P1P4|TAAR3_HUMAN
TRINITY_DN59676_c0_g2_i1 sp|Q58559|RPA_METJA
TRINITY_DN59679_c0_g1_i1 sp|Q7Z5P9|MUC19_HUMAN
TRINITY_DN59683_c0_g1_i2 sp|Q5U4Z8|RM20_XENLA
TRINITY_DN59671_c2_g3_i1 sp|Q8TGM6|TAR1_YEAST
TRINITY_DN59671_c2_g9_i1 sp|Q6CQE5|TAR1_KLULA
TRINITY_DN59673_c0_g1_i4 sp|P10394|POL4_DROME
TRINITY_DN59693_c5_g1_i2 sp|P18203|FKB1A_BOVIN
TRINITY_DN59795_c5_g1_i2 sp|P41164|ETV1_MOUSE
TRINITY_DN59746_c0_g1_i2 sp|P86880|NGB_CHAAC
TRINITY_DN59748_c0_g1_i2 sp|G5CTG7|AQP10_MILTA
TRINITY_DN59702_c0_g1_i1 sp|Q3TNH5|F172A_MOUSE
TRINITY_DN59749_c0_g1_i2 sp|Q6NME7|TEN1_ARATH
TRINITY_DN59701_c0_g1_i6 sp|P02707|LECH_CHICK
TRINITY_DN59705_c0_g1_i2 sp|Q501S4|MET12_DANRE
TRINITY_DN59708_c0_g1_i1 sp|O75382|TRIM3_HUMAN
TRINITY_DN59714_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN59785_c0_g1_i3 sp|Q2PZL6|FAT4_MOUSE
TRINITY_DN59703_c1_g1_i5 sp|Q90352|AVT_CATCO
TRINITY_DN59741_c2_g3_i1 sp|Q62217|SEM5A_MOUSE
TRINITY_DN59741_c2_g1_i2 sp|P40936|INMT_MOUSE
TRINITY_DN59717_c0_g3_i1 sp|P14381|YTX2_XENLA
TRINITY_DN59725_c0_g1_i1 sp|Q7L622|G2E3_HUMAN
TRINITY_DN59716_c3_g1_i5 sp|Q9R045|ANGL2_MOUSE
TRINITY_DN59732_c0_g1_i3 sp|P09478|ACH1_DROME
TRINITY_DN59737_c0_g1_i1 sp|Q8NFF2|NCKX4_HUMAN
TRINITY_DN59729_c11_g1_i4 sp|P52758|RIDA_HUMAN
TRINITY_DN59744_c0_g1_i3 sp|D3YXG0|HMCN1_MOUSE
TRINITY_DN59744_c0_g2_i2 sp|B3EWZ8|ECT_ACRMI
TRINITY_DN59735_c0_g1_i11 sp|Q03601|NHL1_CAEEL
TRINITY_DN59743_c0_g1_i1 sp|Q95NI4|CALM_HALOK
TRINITY_DN59778_c0_g1_i1 sp|Q9BLG0|TNNC_TODPA
TRINITY_DN59750_c0_g1_i1 sp|Q9Y6R7|FCGBP_HUMAN
TRINITY_DN59721_c1_g6_i11 sp|Q9H2M3|BHMT2_HUMAN
TRINITY_DN59742_c6_g2_i3 sp|Q8SWR3|SPR_DROME
TRINITY_DN59760_c0_g1_i1 sp|O43315|AQP9_HUMAN
TRINITY_DN59758_c2_g1_i3 sp|Q9MYM7|B3GT1_PONPY
TRINITY_DN59763_c0_g1_i1 sp|P42578|FRIY_LYMST
TRINITY_DN59766_c0_g1_i1 sp|Q7L985|LIGO2_HUMAN
TRINITY_DN59770_c0_g1_i1 sp|Q9Y5Y6|ST14_HUMAN
TRINITY_DN59764_c0_g1_i1 sp|O94673|YG75_SCHPO
TRINITY_DN59773_c1_g1_i1 sp|P11404|FABPH_MOUSE
TRINITY_DN59779_c0_g1_i12 sp|Q9QW30|NOTC2_RAT
TRINITY_DN59775_c1_g4_i1 sp|P00747|PLMN_HUMAN
TRINITY_DN59775_c1_g1_i5 sp|O18783|PLMN_MACEU
TRINITY_DN59775_c1_g2_i8 sp|Q9V6K3|ROR2_DROME
TRINITY_DN59780_c7_g1_i1 sp|Q9V6K3|ROR2_DROME
TRINITY_DN59797_c0_g1_i2 sp|H2A0N9|KCP4_PINMG
TRINITY_DN59800_c0_g1_i2 sp|Q9Z2U1|PSA5_MOUSE
TRINITY_DN59840_c0_g1_i1 sp|P47793|WNT4A_DANRE
TRINITY_DN59844_c0_g1_i1 sp|B3EWZ6|MLRP2_ACRMI
TRINITY_DN59848_c0_g1_i1 sp|Q4L751|Y1215_STAHJ
TRINITY_DN59814_c0_g1_i2 sp|D2GXS7|TRIM2_AILME
TRINITY_DN59802_c4_g3_i1 sp|A5A8Y8|EGFL8_PIG
TRINITY_DN59813_c0_g1_i3 sp|Q9MYM7|B3GT1_PONPY
TRINITY_DN59826_c0_g1_i2 sp|Q28944|CATL1_PIG
TRINITY_DN59823_c1_g1_i12 sp|Q02858|TIE2_MOUSE
TRINITY_DN59827_c0_g2_i1 sp|P08021|FMRF_APLCA
TRINITY_DN59825_c0_g1_i9 sp|Q05707|COEA1_HUMAN
TRINITY_DN59829_c0_g1_i3 sp|Q8TE57|ATS16_HUMAN
TRINITY_DN59824_c0_g1_i6 sp|D3YXG0|HMCN1_MOUSE
TRINITY_DN59835_c0_g1_i1 sp|Q9BYV7|BCDO2_HUMAN
TRINITY_DN59870_c0_g1_i1 sp|O95639|CPSF4_HUMAN
TRINITY_DN59831_c0_g1_i2 sp|Q0EAB6|5HT1A_HORSE
TRINITY_DN59839_c0_g1_i1 sp|Q9R1R2|TRIM3_MOUSE
TRINITY_DN59839_c0_g3_i1 sp|Q2Q1W2|LIN41_HUMAN
TRINITY_DN59839_c0_g5_i1 sp|F7H9X2|TRIM2_CALJA
TRINITY_DN59839_c0_g4_i3 sp|F7H9X2|TRIM2_CALJA
TRINITY_DN59843_c2_g1_i3 sp|H2A0M2|KCP1_PINMG
TRINITY_DN59815_c17_g1_i1 sp|G5EBQ8|CHS2_CAEEL
TRINITY_DN59850_c8_g2_i3 sp|Q8N2E2|VWDE_HUMAN
TRINITY_DN59852_c4_g1_i15 sp|Q8TBF8|FA81A_HUMAN
TRINITY_DN59834_c0_g1_i3 sp|B7K079|MSRA_CYAP8
TRINITY_DN59862_c0_g1_i1 sp|P27485|RET4_PIG
TRINITY_DN59868_c0_g1_i1 sp|Q9VCA2|ORCT_DROME
TRINITY_DN59872_c0_g1_i1 sp|Q7S9H0|NUF2_NEUCR
TRINITY_DN59878_c0_g1_i2 sp|A7YY53|ADPRM_BOVIN
TRINITY_DN59881_c0_g1_i5 sp|A8QMS7|MYD88_TAKRU
TRINITY_DN59879_c5_g8_i1 sp|O02722|TIMP1_HORSE
TRINITY_DN59879_c5_g9_i1 sp|P79121|TIMP3_BOVIN
TRINITY_DN59889_c0_g2_i1 sp|Q6AYP5|CADM1_RAT
TRINITY_DN59893_c0_g1_i2 sp|P59024|FKB14_MOUSE
TRINITY_DN59894_c0_g1_i2 sp|Q8R0K4|CC137_MOUSE
TRINITY_DN59895_c0_g1_i2 sp|Q9Z1P4|LGR5_MOUSE
TRINITY_DN59890_c2_g2_i3 sp|P41512|TOP1_XENLA
TRINITY_DN59897_c0_g1_i1 sp|B1AWI6|MSMP_MOUSE
TRINITY_DN59882_c3_g2_i1 sp|A7E2V4|ZSWM8_HUMAN
TRINITY_DN59896_c0_g1_i4 sp|P29594|CASP2_MOUSE
TRINITY_DN59943_c0_g1_i3 sp|Q9H8M5|CNNM2_HUMAN
TRINITY_DN59934_c5_g1_i4 sp|P84875|PCPI_SABMA
TRINITY_DN59934_c5_g3_i1 sp|H2A0N1|KCP2_PINMG
TRINITY_DN59934_c5_g4_i1 sp|Q868Z9|PPN_DROME
TRINITY_DN59901_c0_g1_i1 sp|Q7SZ59|RASLC_DANRE
TRINITY_DN59906_c0_g1_i3 sp|Q9ULX7|CAH14_HUMAN
TRINITY_DN59908_c0_g1_i3 sp|Q505D1|ANR28_MOUSE
TRINITY_DN59953_c0_g1_i8 sp|Q4V885|COL12_RAT
TRINITY_DN59985_c6_g1_i1 sp|P90835|MIF3_CAEEL
TRINITY_DN59917_c0_g2_i2 sp|Q58DU5|PSA3_BOVIN
TRINITY_DN59921_c0_g1_i1 sp|Q9U298|ACH8_CAEEL
TRINITY_DN59921_c0_g2_i1 sp|Q9I8C7|ACH10_CHICK
TRINITY_DN59932_c0_g2_i1 sp|Q9BZE3|BARH1_HUMAN
TRINITY_DN59932_c0_g1_i3 sp|Q9BZE3|BARH1_HUMAN
TRINITY_DN59932_c1_g1_i1 sp|Q9NY43|BARH2_HUMAN
TRINITY_DN59932_c1_g2_i1 sp|Q9BZE3|BARH1_HUMAN
TRINITY_DN59932_c1_g3_i1 sp|Q9BZE3|BARH1_HUMAN
TRINITY_DN59923_c0_g1_i2 sp|Q8IYJ2|CJ067_HUMAN
TRINITY_DN59928_c0_g1_i1 sp|Q09143|CTR1_MOUSE
TRINITY_DN59930_c0_g1_i1 sp|Q866E8|FUT1_SAPAP
TRINITY_DN59924_c0_g1_i5 sp|B0JZG0|S23A2_XENTR
TRINITY_DN59927_c2_g1_i1 sp|Q8K0J2|B3GN7_MOUSE
TRINITY_DN59922_c12_g4_i1 sp|Q59RR3|MNL1_CANAL
TRINITY_DN59940_c0_g1_i3 sp|Q708S4|ASI4A_DANRE
TRINITY_DN59919_c12_g1_i3 sp|Q99715|COCA1_HUMAN
TRINITY_DN59937_c0_g1_i1 sp|Q18579|ETS5_CAEEL
TRINITY_DN59950_c0_g2_i1 sp|Q86X83|COMD2_HUMAN
TRINITY_DN59964_c0_g1_i2 sp|Q80T41|GABR2_MOUSE
TRINITY_DN59975_c0_g1_i1 sp|Q5N870|DCL3A_ORYSJ
TRINITY_DN59968_c0_g1_i4 sp|P41825|HSP71_ANOAL
TRINITY_DN59979_c0_g1_i1 sp|P32314|FOXN2_HUMAN
TRINITY_DN59978_c0_g3_i1 sp|Q8N1B3|CCNQ_HUMAN
TRINITY_DN59938_c0_g3_i1 sp|P11369|LORF2_MOUSE
TRINITY_DN59938_c0_g1_i12 sp|Q923L3|CSMD1_MOUSE
TRINITY_DN59986_c0_g1_i1 sp|D3YXG0|HMCN1_MOUSE
TRINITY_DN59987_c0_g1_i1 sp|O54750|CP2J6_MOUSE
TRINITY_DN59962_c1_g2_i2 sp|Q5D013|EFMT2_DANRE
TRINITY_DN60000_c0_g1_i7 sp|Q9Y5J7|TIM9_HUMAN
TRINITY_DN60086_c7_g1_i1 sp|Q8N7K0|ZN433_HUMAN
TRINITY_DN60002_c0_g1_i3 sp|Q9Y6R7|FCGBP_HUMAN
TRINITY_DN60039_c0_g1_i1 sp|P46692|HMD1_CHICK
TRINITY_DN60035_c4_g1_i6 sp|P10394|POL4_DROME
